@relation Crop_recommendation-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute n numeric
@attribute p numeric
@attribute k numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute ph numeric
@attribute rainfall numeric
@attribute label {apple,banana,blackgram,chickpea,coconut,coffee,cotton,grapes,jute,kidneybeans,lentil,maize,mango,mothbeans,mungbean,muskmelon,orange,papaya,pigeonpeas,pomegranate,rice,watermelon}

@data
0.842857,0.25,0.15,0.502863,0.516175,0.615119,0.364102,coffee
0.621429,0.235714,0.12,0.469971,0.508909,0.489537,0.48836,coffee
0.657143,0.25,0.125,0.416977,0.477462,0.392131,0.544232,coffee
0.692857,0.121429,0.105,0.424106,0.529963,0.39958,0.592586,coffee
0.707143,0.25,0.135,0.440721,0.649645,0.550638,0.513958,coffee
0.635714,0.164286,0.14,0.505554,0.461724,0.542504,0.557434,coffee
0.8,0.242857,0.12,0.496394,0.572965,0.501028,0.45839,coffee
0.792857,0.164286,0.105,0.543703,0.585841,0.533813,0.619729,coffee
0.814286,0.107143,0.105,0.480085,0.564754,0.586953,0.622871,coffee
0.835714,0.15,0.125,0.548011,0.626559,0.555974,0.341375,coffee
0.792857,0.171429,0.13,0.494522,0.443902,0.409237,0.507033,coffee
0.85,0.178571,0.115,0.503074,0.586975,0.466609,0.515237,coffee
0.828571,0.25,0.14,0.461639,0.465392,0.550101,0.392805,coffee
0.678571,0.228571,0.15,0.53049,0.631858,0.442214,0.618711,coffee
0.614286,0.25,0.14,0.496792,0.443343,0.610787,0.417072,coffee
0.835714,0.228571,0.135,0.409794,0.615981,0.510534,0.511465,coffee
0.75,0.092857,0.15,0.421833,0.632056,0.503654,0.544902,coffee
0.778571,0.128571,0.1,0.467475,0.632523,0.544696,0.627508,coffee
0.571429,0.092857,0.13,0.436268,0.520168,0.590681,0.411243,coffee
0.721429,0.185714,0.105,0.513153,0.646889,0.521976,0.498115,coffee
0.735714,0.2,0.14,0.513389,0.422793,0.563996,0.382959,coffee
0.664286,0.15,0.11,0.452421,0.492398,0.588376,0.422108,coffee
0.742857,0.214286,0.115,0.53614,0.424722,0.541026,0.444709,coffee
0.828571,0.221429,0.1,0.538103,0.516394,0.414805,0.490283,coffee
0.764286,0.235714,0.12,0.511481,0.505214,0.442656,0.448695,coffee
0.721429,0.2,0.14,0.520716,0.557142,0.529353,0.440633,coffee
0.764286,0.185714,0.13,0.41164,0.451687,0.507194,0.47749,coffee
0.707143,0.078571,0.125,0.421834,0.597096,0.449127,0.596236,coffee
0.735714,0.25,0.125,0.530371,0.477559,0.442211,0.435683,coffee
0.842857,0.185714,0.145,0.537235,0.567214,0.407295,0.57915,coffee
0.757143,0.114286,0.15,0.482117,0.499085,0.610197,0.604778,coffee
0.828571,0.235714,0.145,0.415119,0.417475,0.391301,0.586521,coffee
0.692857,0.214286,0.105,0.461665,0.460588,0.440079,0.524679,coffee
0.764286,0.207143,0.135,0.515037,0.60841,0.509353,0.566064,coffee
0.707143,0.071429,0.11,0.533473,0.494359,0.401561,0.386972,coffee
0.842857,0.2,0.125,0.439202,0.61788,0.444433,0.550071,coffee
0.835714,0.192857,0.145,0.500627,0.44176,0.506045,0.38428,coffee
0.742857,0.092857,0.125,0.424029,0.538222,0.509317,0.433721,coffee
